Index,HIP,Vmag,X,Y,Tipo,Name
618,47522,4.76,573.9443112282746,181.91392050671624,Científica,* I Hya
619,112519,4.77,612.7529518416868,699.8604084257835,Científica,HD 216446
620,26563,4.77,86.59618525637906,278.86390654934263,Científica,* d Ori
621,90905,4.77,921.1704565581056,712.203316017601,Científica,* d Dra
622,56127,4.77,764.793043275206,281.6384092276255,Científica,* e Leo
623,62985,4.77,931.1911167577172,270.7369582387188,Científica,* psi Vir
624,14382,4.77,301.8041036076629,677.7868488221785,Científica,* k Per
625,45751,4.77,520.3138717132244,230.96683634160084,Científica,*  26 Hya
626,86201,4.77,818.214327776865,684.512484373071,Científica,* ome Dra
627,32533,4.77,226.7780287422139,340.55751591089313,Científica,*  17 Mon
628,40274,4.78,434.0212293466492,121.04027684495016,Científica,* r Pup
629,60351,4.78,817.44074956818,414.8254152266297,Científica,*  12 Com
630,39847,4.78,452.7854642283511,517.6179214615277,Científica,*  27 Lyn
631,47758,4.78,584.7445507914665,164.22919923860036,Científica,* tet Ant
632,26199,4.78,79.1954236596003,287.2377667104779,Científica,HD  36960
633,70104,4.78,1070.9164726278025,115.80882291250768,Científica,HD 125442
634,64852,4.78,953.6188626314688,343.8174236868974,Científica,* sig Vir
635,17587,4.78,362.8875554934013,661.9993835684359,Científica,HD  23089
636,70306,4.78,1104.2309122147255,205.7894372121876,Científica,* k Hya
637,21029,4.78,20.58554884530224,454.76323473592737,Científica,HD  28527
638,50564,4.78,616.7161625468256,368.8429815813065,Científica,*  40 Leo
639,45856,4.79,625.3905419415213,14.837936537767934,Científica,* k Car
640,109400,4.79,638.4040074903874,746.1055226158699,Científica,*  24 Cep
641,77655,4.79,1062.6492281884966,549.3800190424224,Científica,* kap CrB
642,41039,4.79,490.5474595886108,65.84449977042404,Científica,* B Vel
643,22678,4.79,166.82800602422216,539.4143839736029,Científica,*   2 Aur
644,45811,4.8,519.7349064099736,241.54478830442113,Científica,*  27 Hya
645,45493,4.8,535.4838052773338,518.6759932101536,Científica,* e UMa
646,20542,4.8,17.92294019610874,467.0150650500044,Científica,* del02 Tau
647,45038,4.8,554.0407134918755,575.2895918028073,Científica,* sig02 UMa
648,20354,4.8,218.0742809548856,599.4578831795321,Científica,* d Per
649,61394,4.8,844.3950096506074,404.58096513004824,Científica,*  23 Com
650,52502,4.8,732.1100613013303,17.060842044650343,Científica,HD  93194
651,69112,4.8,707.70033302653,638.4460098395599,Científica,*   4 UMi
652,69879,4.8,956.1682219904316,496.2273778531004,Científica,* A Boo
653,73568,4.8,1063.4183786133617,475.7915991364815,Científica,* ome Boo
654,31832,4.8,314.8036142140021,505.7932560005046,Científica,* psi02 Aur
655,71995,4.8,1030.5043476726516,472.01356387484225,Científica,*  34 Boo
656,84573,4.8,1151.331531554721,607.3937349956313,Científica,* u Her
657,64022,4.8,883.924277381412,435.4613686255685,Científica,*  41 Com
658,28237,4.81,189.79768895681144,449.5454418591835,Científica,* 139 Tau
659,55687,4.81,760.7943000106072,247.3233738657001,Científica,* eps Crt
660,24010,4.81,76.59304359265633,423.93104312514686,Científica,*  15 Ori
661,47029,4.81,545.0046623593754,455.2109868835963,Científica,HD  82741
662,70755,4.81,1096.4443559105932,334.2671030004983,Científica,* phi Vir
663,24340,4.82,198.59254305611603,532.989526707212,Científica,* mu. Aur
664,51459,4.82,620.3411596622191,525.3052077043724,Científica,*  36 UMa
665,82321,4.82,1026.0471662973605,623.8251455758468,Científica,*  52 Her
666,33092,4.82,246.53402244291675,194.55700145804195,Científica,*  15 CMa
667,90344,4.82,839.0697376232547,706.1139316246391,Científica,*  42 Dra
668,80179,4.82,1286.6536718613224,410.4947160897199,Científica,* sig Ser
669,60710,4.82,877.7786367665244,78.7065420572292,Científica,* G Cen
670,92782,4.82,774.4294232906586,710.9378904302216,Científica,* ups Dra
671,31827,4.82,209.3618369562585,227.60559202746504,Científica,HD  47667
672,50799,4.82,672.1303539510573,109.08613268142165,Científica,* r Vel
673,36773,4.82,316.35284781866454,220.70473525313125,Científica,V* KQ Pup
674,66458,4.82,899.499756813167,482.16473331075485,Científica,*  25 CVn
675,78554,4.82,1154.3441302197955,504.8380099824328,Científica,* pi. Ser
676,69226,4.82,988.4574565073316,449.74463776142846,Científica,* d Boo
677,42726,4.83,538.3976710130587,48.59913460145046,Científica,HD  74560
678,74449,4.83,1156.6535796051764,121.90246678547956,Científica,* e Lup
679,35210,4.83,297.13437592552765,178.19129974303135,Científica,* 145 CMa
680,80704,4.83,1048.5466404740805,597.026090802852,Científica,* g Her
681,40945,4.83,440.8982031546281,134.57136750871558,Científica,* w Pup
682,73695,4.83,940.3426786595302,564.5011883270411,Científica,* i Boo
683,63724,4.83,938.1208307435734,89.94389639534742,Científica,* ksi01 Cen
684,34495,4.83,334.1226992118994,97.05989561410615,Científica,* A Pup
685,53807,4.84,702.3263247522933,305.3398434109759,Científica,*  58 Leo
686,81008,4.84,1256.5816940062325,474.1648466612521,Científica,* h Her
687,42134,4.84,548.6990578634692,26.78294000706967,Científica,* e02 Car
688,70027,4.84,1033.6533402889631,416.04840698068926,Científica,*  20 Boo
689,82020,4.84,928.9934986013296,646.2113554238542,Científica,HD 151613
690,57328,4.84,780.83038120226,332.14048862192345,Científica,* ksi Vir
691,81660,4.84,856.6756530215963,657.1697598699138,Científica,* g Dra
692,26777,4.84,130.23274170672562,410.8391622152231,Científica,* 126 Tau
693,37297,4.84,381.5500906280961,106.76291454024712,Científica,* d01 Pup
694,64408,4.85,967.8151441788124,145.36082017610804,Científica,HD 114613
695,36431,4.85,321.90298214925116,179.52675434295665,Científica,HD  59612
696,49712,4.85,665.2941641442895,64.76258939528034,Científica,* Q Vel
697,14862,4.85,472.7066837182461,682.4362506483258,Científica,HD  19275
698,71832,4.86,1095.253230351982,389.4387436662884,Científica,*  31 Boo
699,32438,4.86,408.12817023529857,572.2002556154351,Científica,*  12 Lyn
700,81497,4.86,995.9610205593556,624.338676800407,Científica,*  42 Her
701,85829,4.86,951.0516025595856,672.1523035470007,Científica,* nu.02 Dra
702,70327,4.86,1063.2015900003437,382.3067983661145,Científica,BD+09  2882
703,51808,4.86,619.1424601057136,609.6959275851154,Científica,HD  91190
704,42483,4.86,467.05318992249255,151.54131069176404,Científica,* zet Pyx
705,80181,4.86,1125.077608944968,553.2057787463875,Científica,* ksi CrB
706,52736,4.87,735.8976938302673,15.496398638333368,Científica,HD  93607
707,51979,4.87,683.84724274644,170.98684917334293,Científica,HD  92036
708,48559,4.87,601.2732886275743,172.96681583563495,Científica,HD  85859
709,42662,4.87,450.2078200588295,212.56735884765232,Científica,*   9 Hya
710,34899,4.87,366.7137884524491,71.01308973188885,Científica,* L01 Pup
711,43825,4.87,493.2047456806169,160.9053487491837,Científica,* del Pyx
712,25539,4.88,129.06404577998222,446.3692949823032,Científica,* o Tau
713,35412,4.88,303.7610035374844,172.02239055024987,Científica,*  29 CMa
714,82860,4.88,853.4906098728676,664.6947899314263,Científica,* h Dra
715,27468,4.88,171.18015932686254,447.46991053006445,Científica,* 132 Tau
716,63462,4.88,864.4820365863616,446.3688214225333,Científica,*  37 Com
717,61960,4.88,880.6653358901963,353.7929332772226,Científica,* rho Vir
718,83613,4.89,1292.7328471332714,507.9742018803027,Científica,*  60 Her
719,51523,4.89,702.2771276909405,59.108739731899405,Científica,* Y Vel
720,57851,4.89,814.0792456052274,15.910743706100796,Científica,HD 103079
721,27511,4.89,132.68865205136208,386.26242384285456,Científica,* 134 Tau
722,62886,4.89,878.0007628557792,404.1281741890888,Científica,*  35 Com
723,52009,4.89,672.1835320946215,230.5178551467133,Científica,V* U Hya
724,85819,4.89,950.9398984880368,672.1088510470739,Científica,* nu.01 Dra
725,25302,4.89,66.08183109895292,337.58523075168137,Científica,* psi01 Ori
726,37908,4.89,346.0889003911269,375.8332101443093,Científica,* g Gem
727,57443,4.89,817.1213571439722,123.20624386770552,Científica,HD 102365
728,22453,4.89,169.61620609437904,544.6892604434557,Científica,*   1 Aur
729,37265,4.89,366.67964280361787,450.7467431537825,Científica,* omi Gem
730,64583,4.9,931.005154258348,45.612139414291306,Científica,HD 114837
731,33485,4.9,347.6878835030029,510.0156395651253,Científica,* psi10 Aur
732,78821,4.9,1296.4166947922745,278.4189501365471,Científica,* bet02 Sco
733,62683,4.9,932.116168622634,160.00773569421014,Científica,* p Cen
734,26885,4.9,98.50035467535984,327.956366906216,Científica,* b Ori
735,34752,4.91,342.68010215549475,480.0641213312716,Científica,*  63 Aur
736,52085,4.91,677.097763587829,215.81318347052704,Científica,* phi Hya
737,23835,4.91,85.38314537530077,441.802755705245,Científica,* m Tau
738,73473,4.91,1167.2135116151703,316.35345660193764,Científica,* del Lib
739,30093,4.91,166.56051008766764,291.2234643863811,Científica,HD  44131
740,74604,4.91,1193.9672723528256,195.70777741583845,Científica,* i Lup
741,83608,4.91,954.81428227838,653.893324769312,Científica,* mu. Dra
742,66257,4.91,892.5776269368693,484.7393931783771,Científica,V* BH CVn
743,34622,4.91,263.6120517223957,273.88991722697403,Científica,*  20 Mon
744,61966,4.91,886.5110270394548,42.26800142506894,Científica,*  39 Cru
745,34059,4.92,376.17043207870415,48.69283551679703,Científica,* H Pup
746,28816,4.92,145.50416662192714,219.37544810589637,Científica,*  17 Lep
747,36547,4.92,567.6319802536564,645.6909815083394,Científica,V* VZ Cam
748,30520,4.92,332.9802560236973,540.2179756759855,Científica,* psi01 Aur
749,92689,4.92,976.1579475098724,726.2270917466485,Científica,HD 175535
750,67480,4.92,969.601885703888,424.4640928782456,Científica,* e Boo
751,72104,4.92,1135.0185737118616,170.74136702332055,Científica,* c02 Cen
752,28574,4.92,132.69284650988186,253.347464235644,Científica,*   3 Mon
753,66200,4.92,986.9498777566768,341.2827960840453,Científica,* o Vir
754,45439,4.92,550.6905967815244,115.1531865733494,Científica,* l Vel
755,54204,4.92,736.4448459943054,174.78886949095477,Científica,* chi01 Hya
756,60697,4.92,820.6998255204263,421.8012890512812,Científica,*  14 Com
757,75379,4.92,1212.5545841297226,316.55331458066735,Científica,* eps Lib
758,20252,4.93,123.23126317406988,555.0342320864622,Científica,*  54 Per
759,39079,4.93,359.51063794591647,270.2845067084254,Científica,*  27 Mon
760,37609,4.93,452.50507105694305,553.4794014960087,Científica,*  24 Lyn
761,19990,4.93,26.506665830200564,490.0610995524157,Científica,* ome02 Tau
762,62763,4.93,860.0540327888239,430.1422813922104,Científica,*  31 Com
763,36942,4.93,438.8439242952327,40.78435968075396,Científica,* Q Car
764,79375,4.93,1299.1674633007913,340.36869730855136,Científica,* psi Sco
765,73996,4.93,1071.2360551793358,478.1778069207178,Científica,* c Boo
766,56280,4.93,787.9416385840914,169.86484480214725,Científica,*  17 Crt
767,69269,4.93,1081.34253168928,259.959313053105,Científica,V* ET Vir
768,63503,4.93,778.2468830555277,549.3991593204618,Científica,*  78 UMa
769,43937,4.93,582.6227563992636,24.814902618529565,Científica,* b01 Car
770,59847,4.93,811.1425784104566,405.2896823471201,Científica,*   7 Com
771,56986,4.93,803.154994545611,28.984108269197517,Científica,HD 101570
772,47592,4.93,576.1570507118972,180.59700993889055,Científica,HD  84117
773,72631,4.93,1137.9413350349714,343.5166091193213,Científica,*  11 Lib
774,23179,4.93,180.99233311088892,539.8465238251787,Científica,* ome Aur
775,35727,4.94,299.97755780901156,199.32131178468265,Científica,HD  57821
776,80650,4.94,816.1646944255003,657.6710754854146,Científica,*  15 Dra
777,64540,4.94,853.8418313448692,489.21157746121423,Científica,HD 115004
778,39424,4.94,389.69003103411023,414.4966529369941,Científica,* chi Gem
779,48615,4.94,594.9213950419634,202.6246395809413,Científica,HD  85951
780,50933,4.94,612.6139025460641,566.1275422073343,Científica,V* ET UMa
781,64166,4.94,967.2174222510016,212.80264597877277,Científica,* psi Hya
782,33357,4.94,359.8423638121813,51.401422138775466,Científica,HD  51799
783,43347,4.94,523.5861411914829,83.18467392148479,Científica,* g Vel
784,18505,4.95,360.63129025277135,655.7484972605876,Científica,HD  24479
785,29434,4.95,179.8859147957782,394.1453172644201,Científica,* f01 Ori
786,78207,4.95,1279.8838707229495,308.8599718512716,Científica,*  48 Lib
787,26736,4.95,92.74522068296764,313.6982675786152,Científica,HD  37756
788,55945,4.95,754.5543698629401,306.13409296964295,Científica,* tau Leo
789,61384,4.95,703.2922595053761,596.493264796663,Científica,*   6 Dra
790,79822,4.95,750.4914190650264,662.7663278634554,Científica,* eta UMi
791,20877,4.96,18.40299688726841,457.380242576659,Científica,*  75 Tau
792,24822,4.96,117.58767387158376,452.26325082371585,Científica,* n Tau
793,78650,4.96,1289.8472113927248,240.08254901429643,Científica,HD 143787
794,67494,4.96,1042.719997463971,245.3943890596269,Científica,*  89 Vir
795,27949,4.96,346.4427842139229,577.859714451316,Científica,* ksi Aur
796,78180,4.96,927.5772016754732,615.0107795061447,Científica,V* CL Dra
797,15648,4.96,169.79839191097952,638.8610134100595,Científica,* l Per
798,50847,4.97,711.4056887382128,2.902830121619045,Científica,* L Car
799,83430,4.97,1281.5400921706782,512.8867002707825,Científica,*  32 Oph
800,9009,4.97,444.6070096612354,713.7312224336046,Científica,* ome Cas
801,38538,4.97,371.6764959690523,411.9924767989154,Científica,* phi Gem
802,76742,4.97,1249.0175751004076,246.10991608040865,Científica,*  42 Lib
803,70753,4.97,1112.2468342974832,197.89017517251597,Científica,* l Hya
804,65721,4.97,955.0415676278134,383.90777645625826,Científica,*  70 Vir
805,20250,4.97,72.46308709384971,522.1274053762672,Científica,* phi Tau
806,60172,4.97,851.9798062692338,318.5353007464153,Científica,* c Vir
807,53824,4.98,700.5229078641304,315.89323135970756,Científica,* c Leo
808,26235,4.98,79.95552970465145,290.5988675374715,Científica,* tet02 Ori A
809,90156,4.98,906.6864042970528,706.9145859642983,Científica,* b Dra
810,76041,4.98,1009.4995906325676,556.2703298749129,Científica,* nu.02 Boo
811,37379,4.98,330.0676709798627,216.77654277769375,Científica,* 140 Pup
812,60746,4.98,822.5944473594957,420.10044772213286,Científica,*  16 Com
813,42509,4.98,443.4234546579436,228.13274555691245,Científica,* a Hya
814,23783,4.98,284.4610293882946,587.6027451324394,Científica,*   9 Aur
815,78493,4.98,1110.7741265271927,533.8622865440701,Científica,* iot CrB
816,46771,4.99,532.703721688232,332.4771324570429,Científica,* ksi Leo
817,59856,4.99,792.7015300851958,443.5077979979013,Científica,HD 106760
818,25142,4.99,65.35053553771829,348.3945000116816,Científica,*  23 Ori
819,69389,4.99,1058.2667988627218,349.7481521580572,Científica,V* CU Vir
820,75312,4.99,1064.1048741741058,510.31082573834806,Científica,* eta CrB
821,89348,4.99,854.1442131755723,700.934407203049,Científica,*  36 Dra
822,16147,4.99,225.33541457779532,647.7970825293924,Científica,HD  21278
823,55560,4.99,696.2160980680183,476.83199136775295,Científica,*  56 UMa
824,18488,4.99,342.06509786059576,652.602885307864,Científica,HD  24480
825,33971,4.99,249.42535585844183,275.11794049800096,Científica,*  19 Mon
826,32855,4.99,281.43380614692563,121.73621723424787,Científica,HD  50235
827,32844,4.99,325.4941285421673,498.2611741917896,Científica,* psi07 Aur
828,36041,4.99,298.58543374219187,336.88601995914325,Científica,* eps CMi
829,44659,4.99,484.95902188743594,305.80615933894967,Científica,* ome Hya
830,40259,4.99,394.85171044581926,213.2923300427597,Científica,*  20 Pup
831,66821,4.99,983.1430143203794,67.6247416562732,Científica,* Q Cen
832,94490,5.0,892.0379858042411,737.411621222157,Científica,*  54 Dra
833,57175,5.0,806.2535690552935,27.38921143355727,Científica,V* V810 Cen
834,33345,5.0,242.1672158387039,226.2019957320106,Científica,* mu. CMa A
835,19018,5.0,324.6379654715976,644.7865324701667,Científica,HD  25291
836,29735,5.0,162.8040381916863,233.25662313575992,Científica,HD  43445
837,25278,5.0,106.29661974115018,424.6370722284467,Científica,* 111 Tau
838,47205,5.0,543.4830338647319,313.1250528288929,Científica,*  10 Leo
839,79043,5.0,1193.5946711255924,482.8909550479363,Científica,* kap Her A
840,76008,5.0,729.7065301763067,654.0931769587035,Científica,* tet UMi
841,55588,5.0,774.735402740783,139.16664070626882,Científica,HD  98993
842,29034,5.0,218.38340918395545,102.53360070683114,Científica,* tet Col
843,88788,5.0,1066.3132006676492,680.7356553092054,Científica,HD 166208
844,35384,5.0,389.68714315061385,521.6378700557743,Científica,HD  56169
845,29919,5.01,400.74597577048104,589.4491725515852,Científica,*   1 Lyn
846,60059,5.01,862.1005490764219,61.714470488542744,Científica,* F Cen
847,56862,5.01,799.2707780591052,14.52219695197785,Científica,*  12 Mus
848,38423,5.01,392.5704942437399,124.76270586868178,Científica,* 212 Pup
849,60998,5.01,703.3511443143565,592.5894478199925,Científica,*   4 Dra
850,24504,5.01,165.98480180615786,506.1008745879543,Científica,*  14 Aur
851,52425,5.01,626.79864783763,581.6018916966704,Científica,HD  92523
852,36429,5.01,336.12987509407844,423.1477630655831,Científica,* b Gem
853,60646,5.01,792.2898382606866,470.5288858384571,Científica,*   6 CVn
854,46950,5.01,610.5614983057756,63.13720512334747,Científica,* L Vel
855,42088,5.01,514.9372665684346,61.171459897214895,Científica,* C Vel
856,84833,5.01,1273.5644866088944,548.4358825538764,Científica,V* V656 Her
857,87212,5.02,994.044335250283,677.6690240423095,Científica,*  30 Dra
858,72800,5.02,1143.4602399099765,157.63351433274127,Científica,HD 131120
859,46880,5.02,555.5740925371224,191.9878859825172,Científica,HD  82734
860,89981,5.02,1005.9183729483104,700.4858692880115,Científica,HD 169305
861,74793,5.02,772.6512652163854,639.5884045931108,Científica,*  11 UMi
862,53426,5.02,667.8036925798247,431.44421024339454,Científica,*  46 UMa
863,68103,5.02,959.1197610130408,453.7318485281827,Científica,*   9 Boo
864,25292,5.02,203.49031990506575,521.2455400999811,Científica,* sig Aur
865,51635,5.02,696.5104518873876,87.60447907690477,Científica,* t Vel
866,87234,5.02,737.5508363203247,686.0827016681882,Científica,*  35 Dra
867,35226,5.03,335.76806430678147,112.8037677332945,Científica,HD  56779
868,37891,5.03,340.1024899585606,219.8613844839716,Científica,*   4 Pup
869,53721,5.03,667.1167064591791,461.15347349938736,Científica,*  47 UMa
870,61418,5.03,853.6007608948931,386.6722820073071,Científica,*  24 Com A
871,66803,5.03,1019.65064361325,287.4183678089597,Científica,* m Vir
872,28675,5.03,165.39545546470833,163.7299803857897,Científica,HD  41312
873,82504,5.03,1197.8006267353535,551.9589942441027,Científica,*  51 Her
874,91755,5.03,932.0511733972796,718.7731567555325,Científica,* c Dra
875,41639,5.03,488.3092552097383,83.27677641384449,Científica,HD  72127
876,39690,5.04,452.9721644282792,78.01688975083049,Científica,HD  67582
877,37300,5.04,333.33428776951337,373.42316072526546,Científica,* f Gem
878,28325,5.04,126.64918091085416,259.875890172816,Científica,*   2 Mon
879,15219,5.04,243.45240215791355,661.1811459880018,Científica,HD  20123
880,37606,5.04,414.226373756812,75.28808684215834,Científica,HD  62644
881,35846,5.04,319.55711979200976,411.7526221422587,Científica,*  57 Gem
882,65810,5.04,974.57867521891,83.61688690593728,Científica,* K Cen
883,75973,5.04,1009.1223794831188,555.5196618898874,Científica,* nu.01 Boo
884,108535,5.04,645.4376372015926,742.1368890817068,Científica,*  16 Cep
885,74975,5.04,1178.2297154835146,377.3844200644348,Científica,*   5 Ser
886,64407,5.04,970.143847577032,245.067470245903,Científica,*  53 Vir
887,32173,5.04,328.417101876705,513.0252473359736,Científica,* psi04 Aur
888,29800,5.04,178.34461245843494,372.63694370916926,Científica,* k Ori
889,77811,5.04,1274.0539469236633,271.9155403718362,Científica,* lam Lib
890,37391,5.05,597.8010485998234,660.812324099693,Científica,V* OV Cep
891,42430,5.05,453.97727696412346,182.3696542198064,Científica,HD  73752
892,117371,5.05,539.6896108885607,757.1016390809142,Científica,HD 223274
893,24879,5.05,178.49905391141587,508.93016146419893,Científica,*  19 Aur
894,15444,5.05,235.0978289102869,657.1950672487997,Científica,*  31 Per
895,29417,5.06,150.58475546572902,273.6557484154914,Científica,HD  42690
896,30772,5.06,181.6971358635128,279.5108361420712,Científica,*  10 Mon
897,17296,5.06,361.6937484787547,663.8387272886202,Científica,V* BD Cam
898,53838,5.06,670.2663939996106,456.1402745506941,Científica,*  49 UMa
899,49485,5.06,653.3677411173492,83.17532335485471,Científica,HD  87783
900,36817,5.06,331.3226728976249,177.34201129139305,Científica,* n Pup
901,69415,5.07,1085.4635209240816,206.13909226049324,Científica,*  50 Hya
902,83947,5.07,1080.626922665821,624.9233384956569,Científica,HD 155410
903,34909,5.07,285.36483842826595,372.83013731511096,Científica,*  51 Gem
904,36393,5.07,335.8521028627696,424.2030977192286,Científica,*  64 Gem
905,38010,5.07,396.09995284222305,106.61047682765157,Científica,HD  63465
906,25282,5.07,62.08796982220674,321.53744265678176,Científica,* p Ori
907,85805,5.07,824.7392418105488,682.3724837176965,Científica,* f Dra
908,33558,5.07,293.9718095469287,123.58382424773754,Científica,* t Pup
909,21727,5.07,281.6758030881821,608.1507943454401,Científica,*   3 Cam
910,81292,5.07,960.3671853079716,632.5664254030473,Científica,*  17 Dra
911,48437,5.07,580.7816907811289,249.2166165211271,Científica,* gam Sex
912,56243,5.07,792.1798598275574,39.90350563267694,Científica,* omi01 Cen
913,51775,5.07,651.3725947684571,316.6376905392077,Científica,*  48 Leo
914,46774,5.07,532.9769982010351,325.59588958847786,Científica,*   6 Leo
915,47452,5.07,562.2606105995058,221.7053961019024,Científica,* kap Hya
916,41483,5.08,516.5791700649263,46.5910634765132,Científica,* F Vel
917,55598,5.08,764.5480732318475,213.41158386007052,Científica,* lam Crt
918,48113,5.08,567.5379179474605,482.3552418261033,Científica,*  15 LMi
919,51912,5.08,716.8867153796779,34.93413102421287,Científica,* t01 Car
920,22565,5.08,62.812438149690294,453.7993040213868,Científica,* i Tau
921,38872,5.08,433.2448838380161,82.02604726201267,Científica,* N Pup
922,51718,5.08,674.4006084766551,186.1813554023247,Científica,*  44 Hya
923,111532,5.08,616.4608059820475,740.6738999334137,Científica,*  31 Cep
924,52457,5.08,655.6632976930207,386.44743265772536,Científica,*  41 LMi
925,63005,5.08,909.4071272142372,54.17162176765595,Científica,* mu.02 Cru
926,25541,5.08,190.18736441939265,506.5388034569726,Científica,* phi Aur
927,32558,5.08,221.21379236050197,253.38171377145304,Científica,HD  49331
928,51437,5.08,648.2134449180778,283.93800210256154,Científica,* bet Sex
929,25110,5.08,518.9300692006861,654.4820606797557,Científica,HD  33564
930,21673,5.08,31.111136911803214,445.95216072508214,Científica,* sig01 Tau
931,55597,5.09,780.2470430735033,15.581882153962098,Científica,CPD-64  1657
932,39023,5.09,378.42404450446867,178.33678780361953,Científica,*  12 Pup
933,48224,5.09,623.8260532629822,88.29609515530343,Científica,* u Vel
934,23265,5.09,534.5588326269178,661.4905684706262,Científica,HD  30338
935,47965,5.09,572.632925896631,530.2372477440299,Científica,*  44 Lyn
936,40321,5.09,436.0529888289576,119.16442134135042,Científica,HD  69081
937,46283,5.09,604.2400995616982,53.231899354833175,Científica,* I Vel
938,43413,5.09,528.5073541606585,77.98985441292054,Científica,* f Vel
939,16292,5.09,286.9799245106729,659.3203140454928,Científica,HD  21447
940,77660,5.09,1246.9324696056246,369.0708086152604,Científica,* b Ser
941,35699,5.09,307.672418655993,390.7303294646332,Científica,*  56 Gem
942,59819,5.09,826.7208791152301,366.9687045802612,Científica,*   6 Com
943,36114,5.09,417.1625552940891,46.01392632577685,Científica,HD  59219
944,31278,5.09,193.33169789678385,296.8528023640851,Científica,HD  46487
945,70400,5.1,1071.4840762921192,370.55623059018075,Científica,HD 126248
946,78481,5.1,1180.2499297553811,481.5896642664971,Científica,* r Her
947,19461,5.1,528.4347442578169,669.4732010174744,Científica,BD+80   125
948,64803,5.1,980.7188003819726,175.43645589150876,Científica,* r Cen
949,57613,5.1,817.4830922361236,182.94941479737236,Científica,V* II Hya
950,33104,5.11,469.218676439156,604.831191712849,Científica,*  43 Cam
951,35406,5.11,339.50845753132677,112.23935774823944,Científica,* ups02 Pup
952,23941,5.11,29.20718969286508,306.34694714217005,Científica,*  68 Eri
953,48833,5.11,578.2521415561035,460.83065932618064,Científica,*  19 LMi
954,54461,5.11,761.5160664471761,27.510425472163305,Científica,* z02 Car
955,65535,5.11,990.261017763778,137.84523108836828,Científica,HD 116713
956,94083,5.11,722.9461313970963,704.9387215217389,Científica,*  59 Dra
957,23794,5.12,25.329684897801418,305.9125084543923,Científica,*  66 Eri
958,46914,5.12,604.4957469869913,72.60018914652784,Científica,HD  82984
959,37664,5.12,398.4125235268927,94.95234319202876,Científica,* W Pup
960,35710,5.12,348.3602736443457,465.38842110764176,Científica,*  65 Aur
961,52353,5.12,627.6486911757897,567.2526477639603,Científica,*  38 UMa
962,34670,5.12,382.6643309741288,52.95340766344661,Científica,HD  55526
963,56250,5.12,792.223974495924,39.58844154124026,Científica,* omi02 Cen
964,38373,5.12,343.6184351880525,296.7188410349493,Científica,* zet CMi
965,53261,5.12,646.8139452294604,520.600214514368,Científica,*  44 UMa
966,45505,5.12,564.8603383516992,90.76217878762732,Científica,HD  80108
967,62356,5.12,876.9741464610406,382.2955565065443,Científica,*  27 Com
968,61468,5.12,902.1588388901044,126.38022779412624,Científica,HD 109536
969,94302,5.13,901.9116391941365,736.8232658119312,Científica,*  53 Dra
970,69038,5.13,904.899982499963,524.435100934162,Científica,V* BY Boo
971,15890,5.13,376.1622424317327,674.2569177079259,Científica,V* CQ Cam
972,56332,5.13,789.9973602521003,162.11797047562231,Científica,*  18 Crt
973,73826,5.13,1156.0145789735377,140.79789984133205,Científica,HD 133340
974,76259,5.13,1234.989986951296,219.7846716529947,Científica,*  36 Lib
975,40843,5.13,415.6506750234424,408.8221050274604,Científica,* chi Cnc
976,84887,5.13,1224.919075390692,577.9053245265923,Científica,*  70 Her
977,41325,5.13,409.62465046293227,319.44217697943145,Científica,HD  71115
978,56656,5.14,798.5413086787828,32.26311850648513,Científica,HD 101021
979,64906,5.14,823.3100930758732,528.5313414483536,Científica,*  21 CVn
980,38016,5.14,376.14427931962655,443.36731002873296,Científica,* pi. Gem
981,38917,5.14,439.9360862673312,75.45897075992241,Científica,* O Pup
982,33779,5.14,382.7857061037074,39.63551098259468,Científica,*  23 Car
983,60221,5.14,870.9322073077324,245.6204780480567,Científica,HD 107418
984,34033,5.14,260.25840388895216,350.37425413882744,Científica,HD  52960
985,40285,5.14,470.718913716651,71.24268741885817,Científica,V* NO Vel
986,59504,5.14,663.0280305243277,623.0767553923607,Científica,V* CO Cam
987,76307,5.14,1025.0861599571986,551.5334730598363,Científica,* mu. CrB
988,70012,5.14,1080.713537923078,330.66627617923757,Científica,* ups Vir
989,56000,5.14,786.6104605903663,111.8731079719956,Científica,HD  99803
990,28691,5.14,175.991647908669,415.9833330334231,Científica,*  64 Ori
991,32765,5.14,337.9980019777522,60.42018877138517,Científica,* X Pup
992,32864,5.14,459.5362095018945,600.8427043764657,Científica,*  42 Cam
993,52742,5.14,728.5824475289181,47.77461768026539,Científica,HD  93563
994,37088,5.14,316.067371157051,270.64828955488093,Científica,*  25 Mon
995,39567,5.14,374.02897556164714,347.46449992137985,Científica,*   8 Cnc
996,67244,5.15,1030.9377735779822,157.2837451226014,Científica,* z Cen
997,58803,5.15,846.4925834912256,116.6495167355095,Científica,HD 104731
998,47654,5.15,586.4078603599834,595.2545743547253,Científica,*  27 UMa
999,72603,5.15,1155.953142920971,273.80799035278653,Científica,* alf01 Lib
1000,37946,5.15,385.130621342432,461.8488101227799,Científica,V* DU Lyn
1001,75761,5.15,1194.100065377596,382.7288688889471,Científica,*  10 Ser
1002,82073,5.15,1290.2768804754485,469.4170289652727,Científica,* i Her
1003,56754,5.15,799.7282812606205,29.971425824106092,Científica,HD 101189
